courseName,className,units,description,section,session,type,time,days,registered,instructor,location
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,60913D,1,Lecture,4:10-6:00pm,Tuesday,12 of 18,Judith Axonovitz,SOSB47
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61020D,1,Lecture,11:00-12:50pm,Thursday,16 of 18,Marcia Cunha,MRF206
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61023D,274,Lecture,9:00-10:50am,Tuesday,7 of 18,Candace Smith,OCAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61025D,1,Lecture,9:00-10:50am,Saturday,14 of 18,Matthew Harwood,CITY D
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61052D,1,Lecture,1:00-2:50pm,Thursday,12 of 18,Daniel Jacob,VKC257
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61084D,1,Lecture,11:00-12:50pm,Thursday,17 of 18,Darlene Woo,CITY B
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61087D,274,Lecture,9:00-10:50am,Thursday,15 of 18,Traysi Handel,OCAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61195D,1,Lecture,11:00-12:50pm,Thursday,17 of 18,Amber Ramirez,CITY A
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,61198D,1,Lecture,TBA,TBA,12 of 12,,OFFICE
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67407D,735,Lecture,4:00-5:20pm,Monday,0 of 6,Cherie Hudson,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67408D,735,Lecture,5:40-7:00pm,Monday,0 of 12,Aracely Gonzalez,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67409D,735,Lecture,7:00-8:20am,Tuesday,0 of 7,Tina Fietsam,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67410D,735,Lecture,8:40-10:00am,Tuesday,0 of 11,Tina Fietsam,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67411D,735,Lecture,6:30-7:50pm,Wednesday,0 of 12,Monica Puentes,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67412D,735,Lecture,7:00-8:20am,Tuesday,0 of 7,Renee Michelsen,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67413D,735,Lecture,8:40-10:00am,Tuesday,0 of 11,Renee Michelsen,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67414D,735,Lecture,7:00-8:20am,Tuesday,0 of 10,Danielle Brown,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67415D,735,Lecture,4:45-6:05pm,Wednesday,0 of 10,Danielle Brown,VAC
SOWK-698B,SOWK 698b: Integrative Learning for Advanced Social Work Practice (1.0 unit),(1.0 unit),Advanced integrative learning builds on 698A by incorporating field experiences&#44 case/best practices consultations&#44 and dialogical inquiry on micro&#44 mezzo&#44 and macro practice levels. Concurrent enrollment: SOWK 699b. Graded IP/CR/NC.,67416D,735,Lecture,7:00-8:20am,Tuesday,0 of 7,Carol Cole,VAC
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60400D,1,Lecture,TBA,TBA,12 of 16,Judith Axonovitz,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60482D,1,Lecture,TBA,TBA,11 of 18,Rosamaria Alamo,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60494D,1,Lecture,TBA,TBA,11 of 18,Ricardo Ornelas,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60495D,1,Lecture,TBA,TBA,17 of 18,Vivien Villaverde,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60520D,1,Lecture,TBA,TBA,14 of 18,Samantha Bothast,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60521D,1,Lecture,TBA,TBA,17 of 18,Kim Goodman,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60528D,1,Lecture,TBA,TBA,17 of 18,Russana Rowles,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60534D,1,Lecture,TBA,TBA,17 of 18,Margarita Artavia,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60535D,1,Lecture,TBA,TBA,16 of 18,Umeka Franklin,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60536D,1,Lecture,TBA,TBA,15 of 18,Steve Hydon,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60537D,1,Lecture,TBA,TBA,18 of 18,Maria Hu,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60538D,1,Lecture,TBA,TBA,34 of 36,Marcia Cunha,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60539D,1,Lecture,TBA,TBA,24 of 36,Anne Smith,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60643D,1,Lecture,TBA,TBA,17 of 18,Amber Ford,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60671D,1,Lecture,TBA,TBA,12 of 18,Rafael Angulo,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60672D,1,Lecture,TBA,TBA,13 of 18,Greta Durelli,OFFICE
SOWK-699B,SOWK 699b: Advanced Applied Learning in Field Education (4.0 units),(4.0 units),Advanced supervised field education where students practice social work skills and apply evidence-based interventions&#44 including some that are specific to their academic department. Concurrent enrollment SOWK 698b. Graded CR/NC. (Duplicates credit in SOWK 686b).,60791D,1,Lecture,TBA,TBA,19 of 22,Sandra Hill-Glover,OFFICE
